taxonomy,version,role_code,codigo,descripcion,concept_qname,canonical_concept,sign_adjust,nature,priority,notes
SFC,2024,420000,420000001,Estado del resultado integral [sinopsis],ifrs_StatementOfComprehensiveIncomeAbstract,skip,1,,omit,
SFC,2024,420000,420000002,Ganancia (pérdida),ifrs_ProfitLoss,,1,,medio,
SFC,2024,420000,420000003,Otro resultado integral [sinopsis],ifrs_OtherComprehensiveIncomeAbstract,skip,1,,omit,
SFC,2024,420000,420000004,"Componentes de otro resultado integral que no se reclasificarán al resultado del periodo, antes de impuestos [resumen]",ifrs_ComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTaxAbstract,skip,1,,omit,
SFC,2024,420000,420000005,"Otro resultado integral, antes de impuestos, ganancias (pérdidas) de inversiones en instrumentos de patrimonio",ifrs_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments,,1,,medio,
SFC,2024,420000,420000006,"Otro resultado integral, antes de impuestos, ganancias (pérdidas) por revaluación",ifrs_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRevaluation,,1,,medio,
SFC,2024,420000,420000007,"Otro resultado integral, antes de impuestos, ganancias (pérdidas) actuariales por planes de beneficios definidos",ifrs_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,1,,medio,
SFC,2024,420000,420000008,"Otro resultado integral, antes de impuestos, cambio en el valor razonable de pasivos financieros atribuible a cambios en el riesgo de crédito del pasivo",ifrs_OtherComprehensiveIncomeBeforeTaxChangeInFairValueOfFinancialLiabilityAttributableToChangeInCreditRiskOfLiability,,1,,medio,
SFC,2024,420000,420000009,"Participación de otro resultado integral de asociadas y negocios conjuntos contabilizados utilizando el método de la participación que no se reclasificará al resultado del periodo, antes de impuestos",ifrs_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax,,1,,medio,
SFC,2024,420000,420000010,"Total otro resultado integral que no se reclasificará al resultado del periodo, antes de impuestos",ifrs_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,1,,critico,
SFC,2024,420000,420000011,"Componentes de otro resultado integral que se reclasificarán al resultado del periodo, antes de impuestos [resumen]",ifrs_ComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTaxAbstract,skip,1,,omit,
SFC,2024,420000,420000012,Diferencias de cambio por conversión [sinopsis],ifrs_ExchangeDifferencesOnTranslationAbstract,skip,1,,omit,
SFC,2024,420000,420000013,"Ganancias (pérdidas) por diferencias de cambio de conversión, antes de impuestos",ifrs_GainsLossesOnExchangeDifferencesOnTranslationBeforeTax,,1,,medio,
SFC,2024,420000,420000014,"Ajustes de reclasificación en diferencias de cambio de conversión, antes de impuestos",ifrs_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationBeforeTax,,1,,medio,
SFC,2024,420000,420000015,"Otro resultado integral, antes de impuestos, diferencias de cambio por conversión",ifrs_OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation,,1,,medio,
SFC,2024,420000,420000016,Activos financieros disponibles para la venta [sinopsis],ifrs_AvailableforsaleFinancialAssetsAbstract,skip,1,,omit,
SFC,2024,420000,420000017,"Ganancias (pérdidas) por nuevas mediciones de activos financieros disponibles para la venta, antes de impuestos",ifrs_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsBeforeTax,,1,,medio,
SFC,2024,420000,420000018,"Ajustes de reclasificación, activos financieros disponibles para la venta, antes de impuestos",ifrs_ReclassificationAdjustmentsOnAvailableforsaleFinancialAssetsBeforeTax,,1,,medio,
SFC,2024,420000,420000019,"Otro resultado integral antes de impuestos, activos financieros disponibles para la venta",ifrs_OtherComprehensiveIncomeNetOfTaxAvailableforsaleFinancialAssets,,1,,medio,
SFC,2024,420000,420000020,Coberturas del flujo de efectivo [sinopsis],ifrs_CashFlowHedgesAbstract,skip,1,,omit,
SFC,2024,420000,420000021,"Ganancias (pérdidas) por coberturas de flujos de efectivo, antes de impuestos",ifrs_GainsLossesOnCashFlowHedgesBeforeTax,,1,,medio,
SFC,2024,420000,420000022,"Ajustes de reclasificación en coberturas de flujos de efectivo, antes de impuestos",ifrs_ReclassificationAdjustmentsOnCashFlowHedgesBeforeTax,,1,,medio,
SFC,2024,420000,420000023,"Importes eliminados del patrimonio e incluidos en el importe en libros de activos (pasivos) no financieros que se hayan adquirido o incurrido mediante una transacción prevista altamente probable cubierta, antes de impuestos",ifrs_AmountsRemovedFromEquityAndIncludedInCarryingAmountOfNonfinancialAssetLiabilityWhoseAcquisitionOrIncurrenceWasHedgedHighlyProbableForecastTransactionBeforeTax,,1,,medio,
SFC,2024,420000,420000024,"Otro resultado integral, antes de impuestos, coberturas del flujo de efectivo",ifrs_OtherComprehensiveIncomeNetOfTaxCashFlowHedges,,1,,medio,
SFC,2024,420000,420000025,Coberturas de inversiones netas en negocios en el extranjero [resumen],ifrs_HedgesOfNetInvestmentsInForeignOperationsAbstract,skip,1,,omit,
SFC,2024,420000,420000026,"Ganancias (pérdidas) por coberturas de inversiones netas en negocios en el extranjero, antes de impuestos",ifrs_GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax,,1,,medio,
SFC,2024,420000,420000027,"Ajustes de reclasificación por coberturas de inversiones netas en negocios en el extranjero, antes de impuestos",ifrs_ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax,,1,,medio,
SFC,2024,420000,420000028,"Otro resultado integral, antes de impuestos, coberturas de inversiones netas en negocios en el extranjero",ifrs_OtherComprehensiveIncomeNetOfTaxHedgesOfNetInvestmentsInForeignOperations,,1,,medio,
SFC,2024,420000,420000029,"Participación de otro resultado integral de asociadas y negocios conjuntos contabilizados utilizando el método de la participación que se reclasificará al resultado del periodo, antes de impuestos",ifrs_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossBeforeTax,,1,,medio,
SFC,2024,420000,420000030,"Total otro resultado integral que se reclasificará al resultado del periodo, antes de impuestos",ifrs_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax,,1,,critico,
SFC,2024,420000,420000031,"Total otro resultado integral, antes de impuestos",ifrs_OtherComprehensiveIncomeBeforeTax,,1,,critico,
SFC,2024,420000,420000032,Impuestos a las ganancias relativos a componentes de otro resultado integral que no se reclasificará al resultado del periodo [resumen],ifrs_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossAbstract,skip,1,,omit,
SFC,2024,420000,420000033,Impuesto a las ganancias relativos a inversiones en instrumentos de patrimonio de otro resultado integral,ifrs_IncomeTaxRelatingToInvestmentsInEquityInstrumentsOfOtherComprehensiveIncome,,1,,medio,
SFC,2024,420000,420000034,Impuesto a las ganancias relacionado con cambios en el superávit de revaluación de otro resultado integral,ifrs_IncomeTaxRelatingToChangesInRevaluationSurplusOfOtherComprehensiveIncome,,1,,medio,
SFC,2024,420000,420000035,Impuesto a las ganancias relacionado con planes de beneficios definidos de otro resultado integral,ifrs_IncomeTaxRelatingToRemeasurementsOfDefinedBenefitPlansOfOtherComprehensiveIncome,,1,,medio,
SFC,2024,420000,420000036,Impuesto a las ganancias relacionado con cambios en el valor razonable de pasivos financieros atribuibles a cambios en el riesgo de crédito del pasivo de otro resultado integral,ifrs_IncomeTaxRelatingToChangesInFairValueOfFinancialLiabilityAttributableToChangeInCreditRiskOfLiabilityOfOtherComprehensiveIncome,,1,,medio,
SFC,2024,420000,420000037,Impuestos a las ganancias acumulados relativos a componentes de otro resultado integral que no se reclasificarán al resultado del periodo,ifrs_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,,1,,medio,
SFC,2024,420000,420000038,Impuestos a las ganancias relativos a la participación de otro resultado integral de asociadas y negocios conjuntos contabilizados utilizando el método de la participación que no se reclasificará al resultado del periodo,ifrs_IncomeTaxRelatingToShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLoss,,1,,medio,
SFC,2024,420000,420000039,Impuestos a las ganancias relativos a componentes de otro resultado integral que se reclasificará al resultado del periodo [resumen],ifrs_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossAbstract,skip,1,,omit,
SFC,2024,420000,420000040,Impuesto a las ganancias relacionado con diferencias de cambio de conversión de otro resultado integral,ifrs_IncomeTaxRelatingToExchangeDifferencesOnTranslationOfOtherComprehensiveIncome,,1,,medio,
SFC,2024,420000,420000041,Impuesto a las ganancias relacionadas con activos financieros disponibles para la venta de otro resultado integral,ifrs_IncomeTaxRelatingToAvailableforsaleFinancialAssetsOfOtherComprehensiveIncome,,1,,medio,
SFC,2024,420000,420000042,Impuesto a las ganancias relacionado con coberturas de flujos de efectivo de otro resultado integral,ifrs_IncomeTaxRelatingToCashFlowHedgesOfOtherComprehensiveIncome,,1,,medio,
SFC,2024,420000,420000043,Impuesto a las ganancias relativos a coberturas de inversiones netas en negocios en el extranjero de otro resultado integral,ifrs_IncomeTaxRelatingToHedgesOfNetInvestmentsInForeignOperationsOfOtherComprehensiveIncome,,1,,medio,
SFC,2024,420000,420000044,Impuestos a las ganancias acumulados relativos a componentes de otro resultado integral que se reclasificarán al resultado del periodo,ifrs_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,,1,,medio,
SFC,2024,420000,420000045,Impuestos a las ganancias relativos a la participación de otro resultado integral de asociadas y negocios conjuntos contabilizados utilizando el método de la participación que se reclasificará al resultado del periodo,ifrs_IncomeTaxRelatingToShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLoss,,1,,medio,
SFC,2024,420000,420000046,Total otro resultado integral,ifrs_OtherComprehensiveIncome,,1,,critico,
SFC,2024,420000,420000047,Resultado integral total,ifrs_ComprehensiveIncome,,1,,critico,
SFC,2024,420000,420000048,Resultado integral atribuible a [sinopsis],ifrs_ComprehensiveIncomeAttributableToAbstract,skip,1,,omit,
SFC,2024,420000,420000049,Resultado integral atribuible a los propietarios de la controladora,ifrs_ComprehensiveIncomeAttributableToOwnersOfParent,,1,,medio,
SFC,2024,420000,420000050,Resultado integral atribuible a participaciones no controladoras,ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests,,1,,medio,
SFC,2024,420000,842000001,Información a revelar sobre el efecto de las variaciones en las tasas de cambio de la moneda extranjera [bloque de texto],ifrs_DisclosureOfEffectOfChangesInForeignExchangeRatesExplanatory,,1,,medio,
SFC,2024,420000,842000002,Descripción de la moneda funcional,ifrs_DescriptionOfFunctionalCurrency,,1,,medio,
SFC,2024,420000,842000003,Descripción de la moneda de presentación,ifrs_DescriptionOfPresentationCurrency,,1,,medio,
SFC,2024,420000,842000004,Descripción de la razón por la que la moneda de presentación es diferente de la moneda funcional,ifrs_DescriptionOfReasonWhyPresentationCurrencyIsDifferentFromFunctionalCurrency,,1,,medio,
SFC,2024,420000,842000005,Descripción de la razón para introducir cambios en la moneda funcional,ifrs_DescriptionOfReasonForChangeInFunctionalCurrency,,1,,medio,
SFC,2024,420000,842000006,Descripción de la moneda en la que se facilita información complementaria,ifrs_DescriptionOfCurrencyInWhichSupplementaryInformationIsDisplayed,,1,,medio,
SFC,2024,420000,842000007,Descripción de los métodos de conversión utilizados para determinar la información complementaria,ifrs_MethodsOfTranslationUsedToDetermineSupplementaryInformation,,1,,medio,
SFC,2024,420000,842000008,Ganancias (pérdidas) de cambio en moneda extranjera,ifrs_GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,,1,,medio,
SFC,2024,420000,842000009,Ganancia neta por moneda extranjera,ifrs_NetForeignExchangeGain,,1,,medio,
SFC,2024,420000,842000010,Pérdida neta por moneda extranjera,ifrs_NetForeignExchangeLoss,,1,,medio,
SFC,2024,420000,842000011,Reserva de diferencias de cambio por conversión,ifrs_ReserveOfExchangeDifferencesOnTranslation,,1,,medio,
SFC,2024,420000,842000013,Tasa de cambio de moneda extranjera de cierre,ifrs_ClosingForeignExchangeRate,,1,,medio,
SFC,2024,420000,842000014,Promedio de tasa de cambio de moneda extranjera,ifrs_AverageForeignExchangeRate,,1,,medio,
